"Keyword Phrase","Magnet IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","CPR","Organic","Smart Complete","Amazon Recommended","Title Density",,
"boyfriend gift",26,"2,353",11,0.92,0.7,1.18,695,">90,000",27,1,0,0,1,,
"practical gifts",24,"2,353",56,0.74,0.52,1,780,">100,000",27,1,0,0,0,,
"gifts for christian women",47,"2,353",45,0.91,0.71,1.18,624,">50,000",27,1,0,0,0,,
"divorce gifts for women","1,177","2,353",-8,1.18,0.92,1.4,453,">2,000",31,1,0,0,13,,
"cute gifts for boyfriend",118,"2,353",-5,0.89,0.73,1.08,676,">20,000",27,1,0,0,1,,
"christmas gifts for moms",24,"2,353",209,1.47,0.94,1.7,474,">100,000",27,1,0,0,0,,
"women gift set",24,"2,353",53,0.74,0.59,1,748,">100,000",27,1,0,0,0,,
"best gifts for mom christmas",24,"2,353",356,1.5,1.05,1.75,421,">100,000",27,1,0,0,0,,
"gifts for her birthday",24,"2,353",-2,1.38,1.04,1.84,424,">100,000",27,1,0,0,0,,
"gifts for women under 10 dollars",24,"2,353",44,0.87,0.72,1.17,715,">100,000",27,1,0,0,0,,
"funny gag gifts",59,"2,353",59,0.69,0.53,0.85,538,">40,000",28,1,0,0,3,,
"gifts for christmas",12,"2,351",145,1.08,0.78,1.33,556,">200,000",28,1,0,0,2,,
"spa gifts",78,"2,351",29,1.08,0.79,1.42,719,">30,000",30,1,0,0,8,,
"funny birthday gifts",24,"2,351",-9,0.92,0.52,1.18,616,">100,000",28,1,0,0,4,,
"funny gifts for adults",24,"2,351",116,0.9,0.7,1.1,508,">100,000",27,1,0,0,0,,
"gifts under 50",118,"2,351",240,1.09,1.02,1.58,574,">20,000",27,1,0,0,0,,
"gift for new mom",47,"2,351",12,1.1,0.77,1.54,601,">50,000",27,1,0,0,0,,
"mother gifts",12,"2,351",30,1.4,1.03,1.8,648,">200,000",27,1,0,0,1,,
"christmas gift set",22,"2,245",184,0.93,0.82,1.24,595,">100,000",27,1,0,0,0,,
"friend gift",22,"2,245",14,1.32,0.97,1.66,755,">100,000",28,1,0,0,2,,
"gifts under 10",112,"2,245",148,0.8,0.55,1.1,540,">20,000",27,1,0,0,0,,
"new job gifts for women",225,"2,245",-4,1.17,0.87,1.49,634,">10,000",29,1,0,0,6,,
"housewarming gift",22,"2,245",6,1.12,0.72,1.43,637,">100,000",31,1,0,0,13,,
"kitchen gifts for women",22,"2,245",44,1.12,0.77,1.36,891,">100,000",27,1,0,0,0,,
"fiance gifts for women",224,"2,243",16,1.4,1.03,1.61,615,">10,000",29,1,0,0,5,,
"women gifts for christmas",22,"2,243",567,1.1,0.85,1.46,423,">100,000",27,1,0,0,0,,
"gifts for mom christmas",112,"2,243",221,1.31,0.88,1.58,390,">20,000",27,1,0,0,0,,
"top christmas gifts",22,"2,243",256,1.17,0.93,1.47,534,">100,000",27,1,0,0,0,,
"teenager gifts",75,"2,243",94,0.97,0.79,1.23,539,">30,000",27,1,0,0,0,,
"cool girlfriend birthday gifts",75,"2,241",39,1.4,1.05,2.17,554,">30,000",27,1,0,0,0,,
"christmas gifts for friends",22,"2,241",178,1.18,0.84,1.56,619,">100,000",27,1,0,0,0,,
"womens gift",22,"2,241",28,1.27,0.88,1.72,700,">100,000",27,1,0,0,0,,
"18th birthday gifts for boys",560,"2,241",-11,1.11,0.77,1.43,569,">4,000",28,1,0,0,2,,
"mothers day gifts",22,"2,241",5,1.37,0.96,1.88,510,">100,000",29,1,0,0,6,,
"gift for friend woman",22,"2,214",5,1.12,0.76,1.52,632,">100,000",27,1,0,0,0,,
"gifts for adult white elephant",32,"2,212","n/a",0.79,0.61,0.96,34,">70,000",27,1,0,0,0,,
"tea sets for women gift",316,"2,210",148,1.22,0.79,1.23,409,">7,000",27,1,0,0,0,,
"couples gift",25,"2,210",50,1.17,0.88,1.6,647,">90,000",28,1,0,0,5,,
"christmas 2024 gifts",55,"2,209",615,1,0.73,1.43,507,">40,000",27,1,0,0,0,,
"inappropriate gifts",276,"2,209",48,0.65,0.56,0.85,813,">8,000",27,1,0,0,0,,
"young adult gifts women",368,"2,209",335,1.08,0.85,1.45,381,">6,000",27,1,0,0,0,,
"gifts under $10",22,"2,207",138,0.94,0.69,1.08,402,">100,000",27,1,0,0,0,,
"college student gifts",74,"2,207",46,0.99,0.66,1.48,896,">30,000",27,1,0,0,1,,
"christmas gift sets for women",22,"2,207",209,0.73,0.58,0.92,556,">100,000",27,1,0,0,0,,
"gift certificate","1,104","2,207",19,0.84,0.68,1.3,499,">2,000",30,1,0,0,11,,
"food & beverage gifts","2,736","2,205",36,0.84,0.61,1.09,678,">806",27,1,0,0,0,,
"motivational gifts",44,"2,205",11,0.76,0.59,0.92,644,">50,000",28,1,0,0,5,,
"gifts for new moms",36,"2,173",31,1.1,0.81,1.43,624,">60,000",27,1,0,0,0,,
"romantic gifts for him",217,"2,173",21,1.05,0.76,1.4,584,">10,000",28,1,0,0,3,,
"cool unusual gifts","1,086","2,171",5,1.03,0.71,1.28,"1,023",">2,000",27,1,0,0,0,,
"women gifts unique",22,"2,171",49,1.13,0.77,1.54,710,">100,000",27,1,0,0,0,,
"engaged gifts",217,"2,171",16,1.42,1.07,1.73,510,">10,000",29,1,0,0,7,,
"candy boxes for gift giving",416,"2,078",124,0.83,0.66,0.95,522,">5,000",27,1,0,0,0,,
"christmas gifts for college girls",346,"2,078",214,1.05,0.72,1.08,510,">6,000",27,1,0,0,0,,
"big little sorority gifts",208,"2,078",-18,0.76,0.56,0.98,667,">10,000",29,1,0,0,8,,
"bridesmaid gift",42,"2,078",16,0.89,0.64,1.14,710,">50,000",28,1,0,0,3,,
"teacher appreciation gifts in bulk",69,"2,078",-9,1,0.72,1.07,777,">30,000",28,1,0,0,5,,
"office gifts for women",21,"2,078",33,0.91,0.8,1.02,575,">100,000",27,1,0,0,0,,
"cool gifts for women",21,"2,078",35,1.01,0.8,1.29,719,">100,000",27,1,0,0,0,,
"top gifts 2024",336,"2,018",264,0.91,0.72,1.1,330,">6,000",27,1,0,0,0,,
"perfect housewarming gifts",20,"2,018",154,1.16,0.79,1.53,572,">100,000",27,1,0,0,0,,
"best postpartum gifts for mom","1,009","2,018",18,1.17,0.71,1.66,433,">2,000",27,1,0,0,0,,
"halloween birthday gifts",20,"2,018",31,0.85,0.67,1.15,799,">100,000",28,1,0,0,5,,
"gifts for brothers",20,"2,018",82,1.15,0.89,1.63,412,">100,000",27,1,0,0,1,,
"girlfriend gifts for women",20,"2,018",49,1.7,1.14,2.17,741,">100,000",27,1,0,0,0,,
"gifts for college students",67,"2,018",37,1,0.68,1.2,727,">30,000",27,1,0,0,2,,
"spa kit for women gift set","2,006","2,006",9,0.87,0.72,1.25,625,">1,000",27,1,0,0,0,,
"coffee gift",20,"2,006",34,0.95,0.72,1.13,609,">100,000",29,1,0,0,8,,
"christmas gifts for adults",20,"2,005",238,1.19,0.79,1.51,530,">100,000",27,1,0,0,0,,
"faith based gifts for women",501,"2,005",153,1.07,0.81,1.4,525,">4,000",27,1,0,0,1,,
"boss gifts for women",100,"2,005",0,1.16,0.87,1.42,624,">20,000",31,1,0,0,13,,
"gifts under 10 dollars for women",20,"2,005",51,0.95,0.68,1.18,643,">100,000",27,1,0,0,0,,
"relaxation gifts",67,"2,005",33,1.28,0.79,1.73,725,">30,000",28,1,0,0,5,,
"best boss gifts for women",62,"1,857",80,1.08,0.84,1.34,676,">30,000",27,1,0,0,2,,
"cute gifts for girlfriends",20,"1,787",12,1.17,0.75,1.68,644,">90,000",26,1,0,0,0,,
"gifts for boyfriend birthday",30,"1,785",-17,0.96,0.81,1.32,642,">60,000",26,1,0,0,0,,
"gift for best friends women",18,"1,782",5,1.22,0.91,1.66,795,">100,000",26,1,0,0,0,,
"pampering gift for women",356,"1,782",15,1.03,0.75,1.51,644,">5,000",26,1,0,0,0,,
"adult gifts",18,"1,782",65,0.86,0.55,1.25,636,">100,000",26,1,0,0,0,,
"valentines day gifts",18,"1,782",30,1.17,0.8,1.5,593,">100,000",28,1,0,0,4,,
"best 100 dollar gifts",89,"1,780",133,1.6,1.02,2.24,416,">20,000",26,1,0,0,0,,
"christmas gifts women",18,"1,780",217,1.09,0.85,1.44,517,">100,000",26,1,0,0,0,,
"garden gifts",18,"1,780",10,1.02,0.8,1.39,561,">100,000",28,1,0,0,4,,
"gifts for college boys",178,"1,778",60,1.1,0.8,1.29,654,">10,000",26,1,0,0,0,,
"good luck gifts",44,"1,778",10,0.86,0.59,1.14,716,">40,000",28,1,0,0,4,,
"gift for woman",9,"1,778",21,1.28,1,1.75,658,">200,000",26,1,0,0,0,,
"womens gift set",18,"1,777",47,0.81,0.61,1.11,653,">100,000",26,1,0,0,0,,
"spiritual gifts",59,"1,777",30,0.96,0.69,1.16,597,">30,000",31,1,0,0,15,,
"birthday gifts for best friend woman",18,"1,777",1,1.12,0.78,1.48,665,">100,000",26,1,0,0,0,,
"thoughtful gifts for women",22,"1,777",21,1.15,0.83,1.52,713,">80,000",26,1,0,0,0,,
"teen girl birthday gifts",18,"1,777",-11,0.92,0.73,1.13,689,">100,000",26,1,0,0,0,,
"inspirational gifts",18,"1,777",22,0.95,0.73,1.16,620,">100,000",29,1,0,0,9,,
"funny dad gifts",30,"1,777",30,1.02,0.7,1.26,589,">60,000",27,1,0,0,1,,
"birthday gift for sister",18,"1,777",-4,1.18,0.81,1.65,694,">100,000",27,1,0,0,1,,
"gifts for teenagers",59,"1,777",100,1.17,0.87,1.26,497,">30,000",27,1,0,0,1,,
"funny white elephant gifts for adults",355,"1,775",207,0.87,0.69,1.23,317,">5,000",27,1,0,0,2,,
"gifts for gf",222,"1,775",23,1.24,0.84,1.66,729,">8,000",26,1,0,0,0,,
"family gift",18,"1,775",135,1.04,0.68,1.19,528,">100,000",26,1,0,0,0,,
"bridal gifts",18,"1,775",-12,1.22,0.98,1.45,658,">100,000",26,1,0,0,0,,
"unusual gifts",222,"1,775",82,0.98,0.68,1.44,536,">8,000",26,1,0,0,0,,
"gifts for operation christmas child",887,"1,773",296,1.1,0.81,1.33,418,">2,000",26,0,1,0,0,,
"cheer up gifts for women",177,"1,773",-3,1.02,0.76,1.26,639,">10,000",28,1,0,0,4,,
"gifts under 5",89,"1,773",124,0.72,0.48,1.04,531,">20,000",26,1,0,0,0,,
"gift for man",177,"1,773",17,1.41,1.02,1.75,631,">10,000",26,1,0,0,0,,
"adult christmas gifts",18,"1,771",178,1.21,0.84,1.4,490,">100,000",26,1,0,0,0,,
"teachers gifts",18,"1,771",10,0.93,0.73,1.26,581,">100,000",26,1,0,0,0,,
"graduation gifts for her",44,"1,771",19,1.38,0.91,1.62,610,">40,000",34,1,0,0,23,,
"mom birthday gifts for women",18,"1,770","n/a",1.67,1.24,2.02,109,">100,000",26,1,0,0,0,,
"womens gifts unique",18,"1,770",37,1.28,0.88,1.68,708,">100,000",26,1,0,0,0,,
"gifts for family",18,"1,770",115,0.97,0.74,1.21,587,">100,000",27,1,0,0,2,,
"comfort gifts for women",9,"1,770",25,1.28,0.94,1.66,712,">200,000",26,1,0,0,0,,
"10 dollar and under gifts",354,"1,770",132,0.83,0.61,1.03,640,">5,000",26,1,0,0,0,,
"female birthday gifts for women",18,"1,768",-3,1.43,1.09,2.12,695,">100,000",26,1,0,0,0,,
"coffee gifts for women",18,"1,768",41,0.9,0.68,1.2,648,">100,000",26,1,0,0,0,,
"gifts for women in their 20s","2,730","1,766",130,1.19,0.8,1.42,559,">647",26,1,0,0,0,,
"spa set for women gift",442,"1,766",29,0.86,0.68,1.16,615,">4,000",26,1,0,0,0,,
"silly gifts",196,"1,766",35,0.76,0.6,1.05,714,">9,000",27,1,0,0,1,,
"sister birthday gifts from sister",25,"1,766",-7,1.3,0.74,1.63,631,">70,000",27,1,0,0,3,,
"gift boxes for women",20,"1,766",18,0.72,0.5,1,724,">90,000",26,1,0,0,0,,
"best gifts",18,"1,766",70,1.17,0.95,1.38,459,">100,000",26,1,0,0,0,,
"car gifts",17,"1,730",57,1.17,0.72,1.37,454,">100,000",26,1,0,0,0,,
"gifts for home",9,"1,710",73,1.18,0.84,1.35,521,">200,000",27,1,0,0,2,,
"girly gifts for women",171,"1,710",108,0.92,0.68,1.05,532,">10,000",26,1,0,0,0,,
"tea gifts for women",86,"1,710",35,1.21,0.72,1.31,663,">20,000",27,1,0,0,1,,
"congratulations gift",171,"1,710",-22,1.13,0.84,1.53,576,">10,000",28,1,0,0,6,,
"holiday gift sets",17,"1,710",352,0.99,0.73,1.24,359,">100,000",27,1,0,0,1,,
"kids birthday gift",17,"1,710",2,1.47,1.11,1.95,631,">100,000",26,1,0,0,0,,
"halloween candy gifts for kids",244,"1,708",382,0.65,0.5,0.86,525,">7,000",26,1,0,0,0,,
"halloween birthday gifts for women",17,"1,708",168,0.99,0.71,1.33,512,">100,000",26,1,0,0,0,,
"girl mom gifts",21,"1,708",16,1.18,0.84,1.41,700,">80,000",28,1,0,0,4,,
"boyfriend birthday gifts",17,"1,708",-18,1.18,0.94,1.48,618,">100,000",26,1,0,0,0,,
"bus driver appreciation gifts","1,708","1,708",192,1.02,0.81,1.33,381,">1,000",36,1,0,0,29,,
"christmas gifts 2024",43,"1,706",6,0.88,0.61,1.23,824,">40,000",26,1,0,0,0,,
"happy birthday gift",17,"1,706",-10,0.89,0.62,1.42,684,">100,000",28,1,0,0,5,,
"stupid gifts",427,"1,706",55,0.76,0.63,1.02,583,">4,000",26,1,0,0,0,,
"gifts under $20",17,"1,705",107,0.96,0.83,1.09,347,">100,000",26,1,0,0,0,,
"gifts under $5",17,"1,705",95,0.8,0.58,0.93,308,">100,000",26,1,0,0,0,,
"cute christmas gifts",17,"1,705",198,0.91,0.75,1.15,488,">100,000",26,1,0,0,0,,
"young adult gifts",57,"1,705",112,0.84,0.73,1.17,632,">30,000",26,1,0,0,0,,
"snack food gifts",85,"1,705",13,0.88,0.7,1.31,802,">20,000",27,1,0,0,1,,
"skin care gift set",189,"1,705",108,1.51,1.12,2.14,530,">9,000",27,1,0,0,2,,
"home decor gifts for women",17,"1,705",152,1.08,0.79,1.55,417,">100,000",26,1,0,0,0,,
"house gifts",17,"1,705",77,0.81,0.57,1.18,645,">100,000",27,1,0,0,2,,
"spooky gifts for women",260,"1,562",13,0.96,0.69,1.2,675,">6,000",27,1,0,0,3,,
"couple gift",17,"1,561",49,1.06,0.7,1.42,540,">90,000",27,1,0,0,2,,
"woman gift",16,"1,561",41,1.24,0.99,1.75,631,">100,000",26,1,0,0,0,,
"wifey gifts",520,"1,559",-21,1.12,0.78,1.38,615,">3,000",27,1,0,0,2,,
"gifts women",16,"1,559",62,1.18,0.86,1.65,568,">100,000",26,1,0,0,0,,
"birthday gift boxes for women",39,"1,554",3,0.79,0.52,1.11,629,">40,000",26,1,0,0,0,,
"friends gifts for women",16,"1,554",30,1.07,0.76,1.36,558,">100,000",26,1,0,0,0,,
"60th birthday for women gift",171,"1,537",89,1.38,1.02,1.8,280,">9,000",26,0,1,0,0,,
"gifts for teenage boys 16-18","1,537","1,537",154,1.2,0.93,1.37,325,">1,000",26,1,0,0,0,,
"relaxing gifts",15,"1,537",20,1.19,0.81,1.52,780,">100,000",26,1,0,0,0,,
"unisex gifts",15,"1,537",134,0.9,0.73,1.27,466,">100,000",26,1,0,0,0,,
"meaningful gifts for boyfriend",192,"1,535",15,1.1,0.76,1.31,746,">8,000",26,1,0,0,0,,
"promotion gifts for women",154,"1,535",1,1.14,0.87,1.5,777,">10,000",29,1,0,0,10,,
"college gifts for girls",51,"1,535",4,0.87,0.61,1.21,654,">30,000",26,1,0,0,0,,
"gift for teenage girl",154,"1,535",22,1.04,0.77,1.24,680,">10,000",26,1,0,0,0,,
"gift for coworkers female",38,"1,533",13,0.92,0.67,1.17,818,">40,000",26,1,0,0,0,,
"halloween gifts for college students","1,533","1,533",220,0.7,0.49,0.86,424,">1,000",26,1,0,0,0,,
"cool gifts for college guys",767,"1,533",19,1.15,0.85,1.41,808,">2,000",26,1,0,0,0,,
"funny work gifts",15,"1,533",24,0.66,0.48,0.91,623,">100,000",26,1,0,0,0,,
"gf gifts",219,"1,533",8,1.25,0.94,1.78,776,">7,000",26,1,0,0,1,,
"therapist gifts",153,"1,533",17,0.83,0.58,1.1,756,">10,000",29,1,0,0,10,,
"gifts under 30 dollars for adults",8,"1,533",125,1.04,0.73,1.29,440,">200,000",26,1,0,0,0,,
"funny gifts for boyfriend",51,"1,533",24,0.65,0.52,0.94,701,">30,000",26,1,0,0,1,,
"gift for friend",8,"1,533",10,1.36,0.93,1.61,704,">200,000",26,1,0,0,1,,
"plant gifts for women",51,"1,531",8,0.81,0.61,1.04,545,">30,000",26,1,0,0,0,,
"aromatherapy gifts for women",170,"1,531",100,1.43,1.12,1.91,409,">9,000",26,1,0,0,1,,
"gifts for employees",51,"1,531",42,0.78,0.58,0.97,604,">30,000",27,1,0,0,2,,
"you got this gifts for women",153,"1,530",-2,1.08,0.77,1.45,669,">10,000",26,1,0,0,1,,
"fun gifts for adults",15,"1,530",91,0.95,0.73,1.22,482,">100,000",26,1,0,0,0,,
"funny gifts for dad",26,"1,530",52,1.01,0.76,1.28,397,">60,000",27,1,0,0,3,,
"birthday gift sets for women",51,"1,530",7,0.71,0.42,0.93,672,">30,000",26,1,0,0,1,,
"gift for boss",38,"1,530",46,0.96,0.73,1.2,712,">40,000",27,1,0,0,3,,
"new home gifts",15,"1,530",21,1.18,0.83,1.53,640,">100,000",29,1,0,0,8,,
"woman birthday gift",8,"1,530",6,1.45,0.94,1.93,655,">200,000",26,1,0,0,0,,
"unique birthday gifts for women",15,"1,530",4,1.27,0.98,1.72,690,">100,000",27,1,0,0,2,,
"apple gift","31,596","1,485",3,1.07,0.75,1.28,719,47,27,1,0,0,3,,
"gift for mother in law",74,"1,485",23,1.26,0.88,1.88,514,">20,000",27,1,0,0,2,,
"gifts for mothers",15,"1,485",64,1.4,1.09,1.79,471,">100,000",26,1,0,0,1,,
"ladies gifts",7,"1,485",56,1.18,0.87,1.57,489,">200,000",27,1,0,0,2,,
"gifts for mom birthday unique",19,"1,483",12,1.22,0.85,1.59,454,">80,000",26,1,0,0,0,,
"top gifts for college students",494,"1,483",37,1.05,0.7,1.31,597,">3,000",27,1,0,0,2,,
"small gift",15,"1,483",22,0.77,0.66,1.07,755,">100,000",26,1,0,0,0,,
"trendy gifts",15,"1,483",63,0.92,0.72,1.08,606,">100,000",26,1,0,0,0,,
"gifts for women under 20 dollars",7,"1,483",111,1.1,0.77,1.36,498,">200,000",26,1,0,0,0,,
"cute couple gifts",49,"1,483",13,0.97,0.76,1.14,657,">30,000",26,1,0,0,1,,
"sunshine gifts for women",191,"1,334",122,1.51,0.98,1.98,374,">7,000",27,1,0,0,4,,
"gifts for coffee lovers",27,"1,334",71,0.92,0.71,1.17,415,">50,000",26,1,0,0,1,,
"friends gifts",7,"1,334",45,1.06,0.78,1.46,485,">200,000",26,1,0,0,1,,
"outdoor gifts",13,"1,334",62,1.21,1,1.91,517,">100,000",26,1,0,0,0,,
"gift for women birthday unique",13,"1,333",-8,1.14,0.8,1.5,601,">100,000",26,1,0,0,0,,
"bible gifts for women",44,"1,333",20,0.74,0.59,0.91,611,">30,000",26,1,0,0,0,,
"cooking gifts for women",133,"1,333",58,1.24,0.94,1.53,508,">10,000",27,1,0,0,3,,
"best trendy gifts",13,"1,329",245,0.91,0.65,1.1,333,">100,000",26,1,0,0,0,,
"fun christmas gifts",13,"1,329",116,0.98,0.77,1.05,520,">100,000",26,1,0,0,0,,
"cute birthday gifts for women",13,"1,329",-6,1.39,0.96,1.88,657,">100,000",26,1,0,0,0,,
"mini gifts for women",33,"1,329",83,0.91,0.72,1.15,497,">40,000",26,1,0,0,0,,
"gifts under 30",66,"1,329",184,1.1,0.76,1.41,446,">20,000",26,1,0,0,0,,
"gifts under 20",133,"1,329",126,1.04,0.75,1.12,541,">10,000",26,1,0,0,0,,
"top gifts for 2024",220,"1,322",-35,0.95,0.8,1.1,375,">6,000",26,1,0,0,0,,
"best old lady gifts",66,"1,322",14,1.03,0.92,1.14,280,">20,000",26,1,0,0,0,,
"spa day gifts for women",132,"1,322",37,1.14,0.81,1.43,548,">10,000",26,1,0,0,0,,
"women's christmas gifts",13,"1,322",345,1.03,0.79,1.34,343,">100,000",26,1,0,0,0,,
"best gifts for white elephant",132,"1,322",148,0.79,0.65,1.05,398,">10,000",26,1,0,0,0,,
"bulk christmas gifts for women",7,"1,322",297,1.06,0.72,1.31,246,">200,000",26,1,0,0,0,,
"gifts for young adults",44,"1,322",113,0.95,0.86,1.37,565,">30,000",26,1,0,0,0,,
"fall gift",13,"1,322",-8,1.27,0.81,1.48,792,">100,000",26,1,0,0,0,,
"work from home gifts",13,"1,322",55,1.28,0.79,1.29,496,">100,000",26,1,0,0,1,,
"christmas gifts under 5 dollars",132,"1,322",139,0.89,0.61,1.04,365,">10,000",26,1,0,0,0,,
"gifts under 50 dollars for adults",13,"1,322",112,0.99,0.67,1.17,502,">100,000",26,1,0,0,0,,
"birthday gifts for daughter adult",26,"1,322",-13,1.5,1.13,1.75,603,">50,000",29,1,0,0,10,,
"best gift for boyfriend",13,"1,322",3,0.97,0.71,1.31,736,">100,000",26,1,0,0,0,,
"bible gifts",22,"1,322",33,0.62,0.51,0.94,474,">60,000",26,1,0,0,0,,
"motivational gifts for women",33,"1,322",86,0.98,0.79,1.21,399,">40,000",27,1,0,0,3,,
"christian women gifts",33,"1,322",73,0.9,0.69,1.2,490,">40,000",26,1,0,0,0,,
"gifts for women over 50",220,"1,322",42,1.32,1.04,1.53,572,">6,000",26,1,0,0,0,,
"man gift",13,"1,322",24,1.36,0.97,1.65,726,">100,000",26,1,0,0,0,,
"gifts for boss woman",66,"1,322",40,1.11,0.75,1.28,713,">20,000",26,1,0,0,0,,
"hand cream gift set","1,322","1,322",62,1.14,0.78,1.32,424,">1,000",29,1,0,0,11,,
"gift under 10 dollars",13,"1,322",45,0.99,0.74,1.17,422,">100,000",26,1,0,0,0,,
"gift for couples",15,"1,322",64,1.08,0.79,1.5,467,">90,000",26,1,0,0,0,,
"for her gifts",13,"1,322",30,1.34,0.97,1.84,605,">100,000",26,1,0,0,0,,
"gifts for moms birthday",13,"1,322",-7,1.35,1.08,1.91,501,">100,000",26,1,0,0,0,,
"boss gift",33,"1,322",127,1.05,0.76,1.2,600,">40,000",26,1,0,0,1,,
"bestfriend birthday gifts for women",132,"1,321",74,1.41,1.01,1.8,338,">10,000",26,1,0,0,0,,
"best gifts for employees",44,"1,321",52,0.93,0.72,1.05,456,">30,000",26,1,0,0,0,,
"best christmas gag gift",66,"1,321","n/a",0.71,0.52,0.81,202,">20,000",26,1,0,0,0,,
"gifts for grandmas",15,"1,321",98,1.27,0.99,1.52,388,">90,000",26,1,0,0,0,,
"gifts for 14 year old boys","1,321","1,321",62,1.41,1.1,1.8,410,">1,000",26,1,0,0,1,,
"aesthetic gifts",13,"1,321",39,0.91,0.63,1.13,592,">100,000",26,1,0,0,0,,
"badass gifts for women",440,"1,321",39,1.05,0.75,1.32,0,">3,000",26,1,0,0,0,,
"christian gift",15,"1,321",40,0.97,0.76,1.26,502,">90,000",26,1,0,0,2,,
"quirky gifts",132,"1,321",18,0.77,0.54,1.03,804,">10,000",26,1,0,0,1,,
"random gifts",66,"1,321",53,0.89,0.65,0.94,466,">20,000",26,1,0,0,0,,
"college gifts",13,"1,321",-10,0.91,0.7,1.23,692,">100,000",26,1,0,0,2,,
"get well soon gifts",132,"1,321",10,0.88,0.73,1.24,528,">10,000",33,1,0,0,21,,
"gifts under 5 dollars for women",33,"1,321",30,0.81,0.58,0.87,437,">40,000",26,1,0,0,0,,
"25th birthday gifts for women",330,"1,321",-12,1.22,0.89,1.58,662,">4,000",31,1,0,0,16,,
"cotton anniversary gifts for him",132,"1,321",-7,1.04,0.76,1.37,663,">10,000",26,1,0,0,0,,
"boyfriend gifts for birthday",13,"1,321",9,1.09,0.81,1.36,682,">100,000",26,1,0,0,0,,
"monogrammed gifts",147,"1,321",74,1.03,0.74,1.51,477,">9,000",29,1,0,0,10,,
"beauty gift set",44,"1,321",131,1.2,0.93,1.69,442,">30,000",26,1,0,0,0,,
"handmade gifts",13,"1,321",41,1.15,0.84,1.38,519,">100,000",26,1,0,0,0,,
"coffee lover gifts for women",66,"1,321",147,1.11,0.84,1.48,420,">20,000",26,1,0,0,1,,
"gifts for tea lovers",66,"1,321",78,1.09,0.74,1.39,440,">20,000",26,1,0,0,2,,
"gift for best friend",13,"1,321",0,1.29,0.9,1.65,659,">100,000",26,1,0,0,0,,
"birthday gifts women",7,"1,321",2,1.47,1.04,1.94,507,">200,000",26,1,0,0,0,,
"mother christmas gifts",13,"1,321",118,1.42,1.16,1.86,440,">100,000",26,1,0,0,0,,
"2024 christmas gifts",33,"1,305",127,0.93,0.77,1.37,543,">40,000",26,1,0,0,1,,
"duck gifts",44,"1,305",5,0.7,0.57,0.85,478,">30,000",27,1,0,0,3,,
"jesus gifts",33,"1,305",70,0.9,0.76,1.18,382,">40,000",27,1,0,0,3,,
"best gifts for girlfriend",13,"1,305",-8,1.28,0.84,1.91,552,">100,000",26,1,0,0,0,,
"gifts for women 2024",33,"1,303",128,1.01,0.81,1.45,245,">40,000",26,1,0,0,1,,
"birthday gifts for best friend",13,"1,303",-8,1.23,0.87,1.6,663,">100,000",26,1,0,0,1,,
"gifts under 15 dollars",13,"1,303",73,1,0.74,1.26,514,">100,000",26,1,0,0,0,,
"coolest gift for women",217,"1,302",-35,1.52,1.3,1.92,521,">6,000",26,1,0,0,0,,
"candy gift box",186,"1,302",18,1.04,0.68,1.29,751,">7,000",27,1,0,0,4,,
"birthday gifts for friends female",13,"1,302",13,1.15,0.84,1.66,621,">100,000",26,1,0,0,2,,
"16th birthday gifts for boys",433,"1,300",-6,1.13,0.82,1.33,531,">3,000",27,1,0,0,3,,
"christian christmas gifts",43,"1,295",119,1.03,0.83,1.22,444,">30,000",26,1,0,0,1,,
"gifts for plant lovers women",125,"1,249",43,0.84,0.61,1.11,467,">10,000",26,1,0,0,2,,
"ring dish engagement gift","1,249","1,249",-4,0.86,0.76,0.97,604,">1,000",26,1,0,0,1,,
"birthday gift for boyfriend",12,"1,249",-6,1.16,0.93,1.51,637,">100,000",26,1,0,0,0,,
"cool college gifts for guys",624,"1,247",61,1.03,0.79,1.51,431,">2,000",26,1,0,0,0,,
"small gifts under $5",12,"1,247",41,0.9,0.6,0.96,360,">100,000",26,1,0,0,0,,
"gifts for adult brothers",125,"1,247",-1,1.12,0.83,1.6,712,">10,000",26,1,0,0,0,,
"bridal gifts for bride",42,"1,247",2,1.14,0.88,1.44,557,">30,000",26,1,0,0,0,,
"yellow gifts",12,"1,247",20,0.99,0.81,1.35,565,">100,000",26,1,0,0,1,,
"vintage gifts",12,"1,245",47,1.03,0.82,1.36,410,">100,000",26,1,0,0,0,,
"1 year boyfriend anniversary gifts","1,245","1,245",2,1.22,0.91,1.57,489,">1,000",26,1,0,0,0,,
"get well soon gifts for kids",623,"1,245",-10,0.71,0.52,0.93,429,">2,000",28,1,0,0,6,,
"womens gifts under 10 dollars",12,"1,245",74,0.91,0.75,1.22,520,">100,000",26,1,0,0,0,,
"burts bees gift set","4,136","1,245",47,0.81,0.61,0.83,403,301,26,1,0,0,0,,
"christmas gifts for teenage boys",311,"1,243",113,1.22,0.99,1.4,350,">4,000",26,1,0,0,0,,
"christian birthday gifts for women",62,"1,243",-2,0.99,0.73,1.19,574,">20,000",26,1,0,0,2,,
"work anniversary gifts",14,"1,243",-16,1.19,0.85,1.5,772,">90,000",26,1,0,0,1,,
